year,race_num,track,track_type,fin,start,car_num,driver,manu,team_name,laps,laps_led,status,points,stage_1,stage_2,stage_3_or_duel,stage_points
2024,26,Darlington,short intermediate,9,19,7,Corey LaJoie,Chevrolet,Spire Motorsports,367,0,running,28.0,21.0,23.0,,0
2024,26,Darlington,short intermediate,10,6,45,Tyler Reddick,Toyota,23XI Racing,367,1,running,37.0,4.0,8.0,,10
2024,26,Darlington,short intermediate,11,20,9,Chase Elliott,Chevrolet,Hendrick Motorsports,367,0,running,26.0,19.0,22.0,,0
2024,26,Darlington,short intermediate,12,30,41,Ryan Preece,Ford,Stewart-Haas Racing,367,0,running,25.0,16.0,11.0,,0
2024,26,Darlington,short intermediate,13,11,2,Austin Cindric,Ford,Team Penske,367,0,running,24.0,32.0,26.0,,0
2024,26,Darlington,short intermediate,14,12,6,Brad Keselowski,Ford,RFK Racing,367,0,running,24.0,11.0,10.0,,1
2024,26,Darlington,short intermediate,15,16,3,Austin Dillon,Chevrolet,Richard Childress Racing,367,0,running,22.0,14.0,20.0,,0
2024,26,Darlington,short intermediate,16,1,23,Bubba Wallace,Toyota,23XI Racing,367,37,running,32.0,2.0,9.0,,11
2024,26,Darlington,short intermediate,17,33,38,Todd Gilliland,Ford,Front Row Motorsports,367,0,running,20.0,12.0,14.0,,0
2024,26,Darlington,short intermediate,18,32,99,Daniel Suarez,Chevrolet,Trackhouse Racing,366,0,running,19.0,24.0,18.0,,0
2024,26,Darlington,short intermediate,19,27,48,Alex Bowman,Chevrolet,Hendrick Motorsports,366,0,running,18.0,23.0,21.0,,0
2024,26,Darlington,short intermediate,20,13,54,Ty Gibbs,Toyota,Joe Gibbs Racing,366,1,running,26.0,7.0,6.0,,9
2024,26,Darlington,short intermediate,21,24,21,Harrison Burton,Ford,Wood Brothers Racing,365,0,running,16.0,27.0,25.0,,0
2024,26,Darlington,short intermediate,22,36,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,365,0,running,15.0,31.0,31.0,,0
2024,26,Darlington,short intermediate,23,26,71,Zane Smith,Chevrolet,Spire Motorsports,364,0,running,14.0,26.0,28.0,,0
2024,26,Darlington,short intermediate,24,28,43,Erik Jones,Toyota,Legacy Motor Club,364,0,running,13.0,18.0,24.0,,0
2024,26,Darlington,short intermediate,25,18,42,John Hunter Nemechek,Toyota,Legacy Motor Club,364,0,running,12.0,29.0,29.0,,0
2024,26,Darlington,short intermediate,26,34,16,Shane Van Gisbergen,Chevrolet,Kaulig Racing,364,4,running,0.0,30.0,30.0,,0
2024,26,Darlington,short intermediate,27,21,51,Justin Haley,Ford,Rick Ware Racing,363,0,running,10.0,33.0,33.0,,0
2024,26,Darlington,short intermediate,28,31,34,Michael McDowell,Ford,Front Row Motorsports,363,0,running,9.0,25.0,27.0,,0
2024,26,Darlington,short intermediate,29,25,31,Daniel Hemric,Chevrolet,Kaulig Racing,362,0,running,8.0,28.0,32.0,,0
2024,26,Darlington,short intermediate,30,8,24,William Byron,Chevrolet,Hendrick Motorsports,344,2,accident,17.0,8.0,4.0,,10
2024,26,Darlington,short intermediate,31,15,4,Josh Berry,Ford,Stewart-Haas Racing,343,5,accident,12.0,9.0,7.0,,6
2024,26,Darlington,short intermediate,32,29,10,Noah Gragson,Ford,Stewart-Haas Racing,343,0,accident,5.0,17.0,17.0,,0
2024,26,Darlington,short intermediate,33,2,77,Carson Hocevar,Chevrolet,Spire Motorsports,335,0,accident,4.0,13.0,19.0,,0
2024,26,Darlington,short intermediate,34,35,15,Kaz Grala,Ford,Rick Ware Racing,332,0,running,3.0,34.0,35.0,,0
2024,26,Darlington,short intermediate,35,37,66,Timmy Hill,Ford,MBM Motorsports,278,0,steering,0.0,35.0,34.0,,0
2024,26,Darlington,short intermediate,36,5,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,2,0,accident,1.0,36.0,36.0,,0
2024,26,Darlington,short intermediate,37,7,12,Ryan Blaney,Ford,Team Penske,2,0,accident,1.0,37.0,37.0,,0
2024,27,Atlanta,superspeedway,1,7,22,Joey Logano,Ford,Team Penske,266,9,running,47.0,4.0,12.0,,7
2024,27,Atlanta,superspeedway,2,30,99,Daniel Suarez,Chevrolet,Trackhouse Racing,266,9,running,42.0,15.0,4.0,,7
2024,27,Atlanta,superspeedway,3,2,12,Ryan Blaney,Ford,Team Penske,266,33,running,53.0,1.0,2.0,,19
2024,27,Atlanta,superspeedway,4,26,20,Christopher Bell,Toyota,Joe Gibbs Racing,266,0,running,34.0,19.0,10.0,,1
2024,27,Atlanta,superspeedway,5,11,48,Alex Bowman,Chevrolet,Hendrick Motorsports,266,5,running,48.0,3.0,3.0,,16
2024,27,Atlanta,superspeedway,6,23,45,Tyler Reddick,Toyota,23XI Racing,266,0,running,31.0,17.0,11.0,,0
2024,27,Atlanta,superspeedway,7,15,8,Kyle Busch,Chevrolet,Richard Childress Racing,266,24,running,30.0,18.0,16.0,,0
2024,27,Atlanta,superspeedway,8,16,9,Chase Elliott,Chevrolet,Hendrick Motorsports,266,0,running,36.0,7.0,8.0,,7
2024,27,Atlanta,superspeedway,9,9,24,William Byron,Chevrolet,Hendrick Motorsports,266,2,running,37.0,8.0,5.0,,9
2024,27,Atlanta,superspeedway,10,5,2,Austin Cindric,Ford,Team Penske,266,92,running,46.0,2.0,1.0,,19
2024,27,Atlanta,superspeedway,11,14,31,Daniel Hemric,Chevrolet,Kaulig Racing,266,0,running,26.0,20.0,25.0,,0
2024,27,Atlanta,superspeedway,12,29,51,Justin Haley,Ford,Rick Ware Racing,266,0,running,25.0,13.0,15.0,,0
2024,27,Atlanta,superspeedway,13,18,1,Ross Chastain,Chevrolet,Trackhouse Racing,266,13,running,33.0,6.0,7.0,,9
2024,27,Atlanta,superspeedway,14,27,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,266,0,running,34.0,5.0,6.0,,11
2024,27,Atlanta,superspeedway,15,25,7,Corey LaJoie,Chevrolet,Spire Motorsports,266,0,running,22.0,21.0,21.0,,0
2024,27,Atlanta,superspeedway,16,32,77,Carson Hocevar,Chevrolet,Spire Motorsports,266,1,running,21.0,30.0,30.0,,0
2024,27,Atlanta,superspeedway,17,20,54,Ty Gibbs,Toyota,Joe Gibbs Racing,266,37,running,23.0,10.0,9.0,,3
2024,27,Atlanta,superspeedway,18,21,41,Ryan Preece,Ford,Stewart-Haas Racing,266,2,running,19.0,36.0,34.0,,0
2024,27,Atlanta,superspeedway,19,19,6,Brad Keselowski,Ford,RFK Racing,266,0,running,18.0,25.0,13.0,,0
2024,27,Atlanta,superspeedway,20,8,3,Austin Dillon,Chevrolet,Richard Childress Racing,266,0,running,17.0,24.0,20.0,,0
2024,27,Atlanta,superspeedway,21,34,71,Zane Smith,Chevrolet,Spire Motorsports,266,0,running,16.0,27.0,23.0,,0
2024,27,Atlanta,superspeedway,22,1,34,Michael McDowell,Ford,Front Row Motorsports,266,30,running,15.0,14.0,17.0,,0
2024,27,Atlanta,superspeedway,23,37,44,J.J. Yeley,Chevrolet,NY Racing Team,266,0,running,0.0,37.0,36.0,,0
2024,27,Atlanta,superspeedway,24,38,11,Denny Hamlin,Toyota,Joe Gibbs Racing,266,0,running,13.0,34.0,29.0,,0
2024,27,Atlanta,superspeedway,25,36,78,B.J. McLeod,Chevrolet,Live Fast Motorsports,266,1,running,0.0,35.0,35.0,,0
2024,27,Atlanta,superspeedway,26,33,43,Erik Jones,Toyota,Legacy Motor Club,266,0,running,11.0,32.0,19.0,,0
2024,27,Atlanta,superspeedway,27,3,38,Todd Gilliland,Ford,Front Row Motorsports,266,0,running,10.0,16.0,14.0,,0
2024,27,Atlanta,superspeedway,28,4,4,Josh Berry,Ford,Stewart-Haas Racing,266,0,running,9.0,12.0,31.0,,0
2024,27,Atlanta,superspeedway,29,24,23,Bubba Wallace,Toyota,23XI Racing,266,8,running,8.0,33.0,33.0,,0
2024,27,Atlanta,superspeedway,30,31,15,Cody Ware,Ford,Rick Ware Racing,266,0,running,7.0,38.0,32.0,,0
2024,27,Atlanta,superspeedway,31,12,21,Harrison Burton,Ford,Wood Brothers Racing,265,0,accident,6.0,11.0,22.0,,0
2024,27,Atlanta,superspeedway,32,28,16,Shane Van Gisbergen,Chevrolet,Kaulig Racing,264,0,running,0.0,31.0,28.0,,0
2024,27,Atlanta,superspeedway,33,35,42,John Hunter Nemechek,Toyota,Legacy Motor Club,262,0,running,4.0,29.0,26.0,,0
2024,27,Atlanta,superspeedway,34,13,10,Noah Gragson,Ford,Stewart-Haas Racing,258,0,accident,3.0,26.0,24.0,,0
2024,27,Atlanta,superspeedway,35,22,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,254,0,accident,4.0,9.0,18.0,,2
2024,27,Atlanta,superspeedway,36,17,17,Chris Buescher,Ford,RFK Racing,205,0,accident,1.0,28.0,27.0,,0
2024,27,Atlanta,superspeedway,37,6,5,Kyle Larson,Chevrolet,Hendrick Motorsports,55,0,accident,1.0,22.0,37.0,,0
2024,27,Atlanta,superspeedway,38,10,14,Chase Briscoe,Ford,Stewart-Haas Racing,55,0,accident,1.0,23.0,38.0,,0
2024,28,Watkins Glen,road course,1,24,17,Chris Buescher,Ford,RFK Racing,92,19,running,40.0,22.0,16.0,,0
2024,28,Watkins Glen,road course,2,3,16,Shane Van Gisbergen,Chevrolet,Kaulig Racing,92,1,running,0.0,15.0,2.0,,0
2024,28,Watkins Glen,road course,3,29,77,Carson Hocevar,Chevrolet,Spire Motorsports,92,1,running,34.0,23.0,17.0,,0
2024,28,Watkins Glen,road course,4,1,1,Ross Chastain,Chevrolet,Trackhouse Racing,92,51,running,43.0,14.0,1.0,,10
2024,28,Watkins Glen,road course,5,19,71,Zane Smith,Chevrolet,Spire Motorsports,92,0,running,32.0,18.0,13.0,,0
2024,28,Watkins Glen,road course,6,12,14,Chase Briscoe,Ford,Stewart-Haas Racing,92,0,running,43.0,3.0,7.0,,12
2024,28,Watkins Glen,road course,7,10,34,Michael McDowell,Ford,Front Row Motorsports,92,7,running,30.0,16.0,11.0,,0
2024,28,Watkins Glen,road course,8,18,7,Corey LaJoie,Chevrolet,Spire Motorsports,92,2,running,29.0,19.0,14.0,,0
2024,28,Watkins Glen,road course,9,21,41,Ryan Preece,Ford,Stewart-Haas Racing,92,0,running,30.0,11.0,9.0,,2
2024,28,Watkins Glen,road course,10,5,2,Austin Cindric,Ford,Team Penske,92,0,running,33.0,5.0,24.0,,6
2024,28,Watkins Glen,road course,11,9,10,Noah Gragson,Ford,Stewart-Haas Racing,92,0,running,26.0,26.0,19.0,,0
2024,28,Watkins Glen,road course,12,20,5,Kyle Larson,Chevrolet,Hendrick Motorsports,92,0,running,28.0,8.0,27.0,,3
2024,28,Watkins Glen,road course,13,8,99,Daniel Suarez,Chevrolet,Trackhouse Racing,92,0,running,31.0,4.0,34.0,,7
2024,28,Watkins Glen,road course,14,17,20,Christopher Bell,Toyota,Joe Gibbs Racing,92,0,running,23.0,28.0,22.0,,0
2024,28,Watkins Glen,road course,15,7,22,Joey Logano,Ford,Team Penske,92,6,running,30.0,17.0,3.0,,8
2024,28,Watkins Glen,road course,16,37,38,Todd Gilliland,Ford,Front Row Motorsports,92,0,running,21.0,32.0,23.0,,0
2024,28,Watkins Glen,road course,17,32,23,Bubba Wallace,Toyota,23XI Racing,92,0,running,20.0,12.0,12.0,,0
2024,28,Watkins Glen,road course,18,4,48,Alex Bowman,Chevrolet,Hendrick Motorsports,92,1,running,31.0,2.0,8.0,,12
2024,28,Watkins Glen,road course,19,14,9,Chase Elliott,Chevrolet,Hendrick Motorsports,92,0,running,23.0,6.0,25.0,,5
2024,28,Watkins Glen,road course,20,2,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,92,4,running,27.0,1.0,21.0,,10
2024,28,Watkins Glen,road course,21,35,42,John Hunter Nemechek,Toyota,Legacy Motor Club,92,0,running,16.0,31.0,18.0,,0
2024,28,Watkins Glen,road course,22,15,54,Ty Gibbs,Toyota,Joe Gibbs Racing,92,0,running,22.0,20.0,4.0,,7
2024,28,Watkins Glen,road course,23,22,11,Denny Hamlin,Toyota,Joe Gibbs Racing,92,0,running,15.0,34.0,10.0,,1
2024,28,Watkins Glen,road course,24,33,21,Harrison Burton,Ford,Wood Brothers Racing,92,0,running,18.0,30.0,6.0,,5
2024,28,Watkins Glen,road course,25,31,4,Josh Berry,Ford,Stewart-Haas Racing,92,0,running,12.0,24.0,20.0,,0
2024,28,Watkins Glen,road course,26,28,6,Brad Keselowski,Ford,RFK Racing,92,0,running,11.0,25.0,28.0,,0
2024,28,Watkins Glen,road course,27,16,45,Tyler Reddick,Toyota,23XI Racing,92,0,running,14.0,7.0,31.0,,4
2024,28,Watkins Glen,road course,28,23,3,Austin Dillon,Chevrolet,Richard Childress Racing,92,0,running,9.0,33.0,32.0,,0
2024,28,Watkins Glen,road course,29,36,51,Justin Haley,Ford,Rick Ware Racing,92,0,running,8.0,29.0,30.0,,0
2024,28,Watkins Glen,road course,30,13,8,Kyle Busch,Chevrolet,Richard Childress Racing,92,0,running,7.0,35.0,35.0,,0
2024,28,Watkins Glen,road course,31,27,31,Daniel Hemric,Chevrolet,Kaulig Racing,92,0,running,7.0,10.0,26.0,,1
2024,28,Watkins Glen,road course,32,34,50,Juan Pablo Montoya,Toyota,23XI Racing,91,0,running,5.0,27.0,15.0,,0
2024,28,Watkins Glen,road course,33,25,43,Erik Jones,Toyota,Legacy Motor Club,90,0,running,6.0,9.0,29.0,,2
2024,28,Watkins Glen,road course,34,11,24,William Byron,Chevrolet,Hendrick Motorsports,90,0,running,9.0,21.0,5.0,,6
2024,28,Watkins Glen,road course,35,38,15,Kaz Grala,Ford,Rick Ware Racing,87,0,running,2.0,13.0,33.0,,0
2024,28,Watkins Glen,road course,36,6,13,A.J. Allmendinger,Chevrolet,Kaulig Racing,6,0,transmission,0.0,36.0,36.0,,0
2024,28,Watkins Glen,road course,37,26,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,2,0,accident,1.0,37.0,37.0,,0
2024,28,Watkins Glen,road course,38,30,12,Ryan Blaney,Ford,Team Penske,0,0,accident,1.0,38.0,38.0,,0
2024,29,Bristol,short track,1,2,5,Kyle Larson,Chevrolet,Hendrick Motorsports,500,462,running,60.0,1.0,1.0,,20
2024,29,Bristol,short track,2,10,9,Chase Elliott,Chevrolet,Hendrick Motorsports,500,0,running,38.0,9.0,10.0,,3
2024,29,Bristol,short track,3,11,23,Bubba Wallace,Toyota,23XI Racing,500,1,running,40.0,10.0,6.0,,6
2024,29,Bristol,short track,4,8,11,Denny Hamlin,Toyota,Joe Gibbs Racing,500,0,running,46.0,6.0,3.0,,13
2024,29,Bristol,short track,5,6,20,Christopher Bell,Toyota,Joe Gibbs Racing,500,0,running,46.0,3.0,5.0,,14
2024,29,Bristol,short track,6,22,12,Ryan Blaney,Ford,Team Penske,500,0,running,33.0,11.0,9.0,,2
2024,29,Bristol,short track,7,14,41,Ryan Preece,Ford,Stewart-Haas Racing,500,0,running,30.0,16.0,12.0,,0
2024,29,Bristol,short track,8,5,14,Chase Briscoe,Ford,Stewart-Haas Racing,500,0,running,36.0,7.0,8.0,,7
2024,29,Bristol,short track,9,1,48,Alex Bowman,Chevrolet,Hendrick Motorsports,500,34,running,41.0,2.0,7.0,,13
2024,29,Bristol,short track,10,12,1,Ross Chastain,Chevrolet,Trackhouse Racing,500,0,running,27.0,17.0,14.0,,0
2024,29,Bristol,short track,11,18,34,Michael McDowell,Ford,Front Row Motorsports,499,0,running,26.0,18.0,17.0,,0
2024,29,Bristol,short track,12,16,10,Noah Gragson,Ford,Stewart-Haas Racing,499,0,running,25.0,15.0,15.0,,0
2024,29,Bristol,short track,13,27,2,Austin Cindric,Ford,Team Penske,499,0,running,24.0,21.0,16.0,,0
2024,29,Bristol,short track,14,17,17,Chris Buescher,Ford,RFK Racing,499,0,running,23.0,20.0,20.0,,0
2024,29,Bristol,short track,15,13,54,Ty Gibbs,Toyota,Joe Gibbs Racing,499,0,running,25.0,8.0,19.0,,3
2024,29,Bristol,short track,16,33,71,Zane Smith,Chevrolet,Spire Motorsports,499,0,running,21.0,26.0,25.0,,0
2024,29,Bristol,short track,17,3,24,William Byron,Chevrolet,Hendrick Motorsports,499,0,running,26.0,5.0,11.0,,6
2024,29,Bristol,short track,18,7,77,Carson Hocevar,Chevrolet,Spire Motorsports,499,0,running,19.0,12.0,18.0,,0
2024,29,Bristol,short track,19,21,31,Daniel Hemric,Chevrolet,Kaulig Racing,499,0,running,18.0,24.0,23.0,,0
2024,29,Bristol,short track,20,15,45,Tyler Reddick,Toyota,23XI Racing,499,3,running,24.0,19.0,4.0,,7
2024,29,Bristol,short track,21,30,3,Austin Dillon,Chevrolet,Richard Childress Racing,499,0,running,16.0,23.0,22.0,,0
2024,29,Bristol,short track,22,26,51,Justin Haley,Ford,Rick Ware Racing,499,0,running,15.0,31.0,24.0,,0
2024,29,Bristol,short track,23,19,16,A.J. Allmendinger,Chevrolet,Kaulig Racing,499,0,running,0.0,22.0,21.0,,0
2024,29,Bristol,short track,24,4,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,499,0,running,29.0,4.0,2.0,,16
2024,29,Bristol,short track,25,29,8,Kyle Busch,Chevrolet,Richard Childress Racing,498,0,running,12.0,28.0,28.0,,0
2024,29,Bristol,short track,26,23,6,Brad Keselowski,Ford,RFK Racing,497,0,running,11.0,27.0,26.0,,0
2024,29,Bristol,short track,27,31,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,497,0,running,10.0,33.0,29.0,,0
2024,29,Bristol,short track,28,20,22,Joey Logano,Ford,Team Penske,496,0,running,9.0,14.0,32.0,,0
2024,29,Bristol,short track,29,25,4,Josh Berry,Ford,Stewart-Haas Racing,496,0,running,8.0,25.0,31.0,,0
2024,29,Bristol,short track,30,32,43,Erik Jones,Toyota,Legacy Motor Club,496,0,running,7.0,32.0,27.0,,0
2024,29,Bristol,short track,31,35,99,Daniel Suarez,Chevrolet,Trackhouse Racing,496,0,running,6.0,30.0,30.0,,0
2024,29,Bristol,short track,32,24,38,Todd Gilliland,Ford,Front Row Motorsports,496,0,running,5.0,34.0,33.0,,0
2024,29,Bristol,short track,33,28,42,John Hunter Nemechek,Toyota,Legacy Motor Club,491,0,running,4.0,36.0,35.0,,0
2024,29,Bristol,short track,34,37,66,Josh Bilicki,Ford,MBM Motorsports,467,0,running,0.0,37.0,36.0,,0
2024,29,Bristol,short track,35,34,21,Harrison Burton,Ford,Wood Brothers Racing,422,0,running,2.0,29.0,37.0,,0
2024,29,Bristol,short track,36,9,7,Corey LaJoie,Chevrolet,Spire Motorsports,330,0,accident,1.0,13.0,13.0,,0
2024,29,Bristol,short track,37,36,15,Kaz Grala,Ford,Rick Ware Racing,296,0,steering,1.0,35.0,34.0,,0
2024,30,Kansas,intermediate,1,20,1,Ross Chastain,Chevrolet,Trackhouse Racing,267,52,running,40.0,12.0,12.0,,0
2024,30,Kansas,intermediate,2,6,24,William Byron,Chevrolet,Hendrick Motorsports,267,24,running,52.0,1.0,4.0,,17
2024,30,Kansas,intermediate,3,19,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,267,5,running,40.0,8.0,8.0,,6
2024,30,Kansas,intermediate,4,7,12,Ryan Blaney,Ford,Team Penske,267,3,running,49.0,3.0,3.0,,16
2024,30,Kansas,intermediate,5,2,54,Ty Gibbs,Toyota,Joe Gibbs Racing,267,5,running,46.0,6.0,2.0,,14
2024,30,Kansas,intermediate,6,12,48,Alex Bowman,Chevrolet,Hendrick Motorsports,267,6,running,43.0,9.0,1.0,,12
2024,30,Kansas,intermediate,7,1,20,Christopher Bell,Toyota,Joe Gibbs Racing,267,122,running,36.0,5.0,16.0,,6
2024,30,Kansas,intermediate,8,8,11,Denny Hamlin,Toyota,Joe Gibbs Racing,267,1,running,36.0,4.0,11.0,,7
2024,30,Kansas,intermediate,9,38,9,Chase Elliott,Chevrolet,Hendrick Motorsports,267,0,running,30.0,19.0,9.0,,2
2024,30,Kansas,intermediate,10,15,71,Zane Smith,Chevrolet,Spire Motorsports,267,3,running,27.0,20.0,17.0,,0
2024,30,Kansas,intermediate,11,25,17,Chris Buescher,Ford,RFK Racing,267,0,running,26.0,23.0,14.0,,0
2024,30,Kansas,intermediate,12,22,3,Austin Dillon,Chevrolet,Richard Childress Racing,267,0,running,25.0,29.0,23.0,,0
2024,30,Kansas,intermediate,13,10,99,Daniel Suarez,Chevrolet,Trackhouse Racing,267,0,running,24.0,30.0,18.0,,0
2024,30,Kansas,intermediate,14,5,22,Joey Logano,Ford,Team Penske,267,3,running,32.0,2.0,28.0,,9
2024,30,Kansas,intermediate,15,27,51,Corey LaJoie,Ford,Rick Ware Racing,267,0,running,22.0,27.0,20.0,,0
2024,30,Kansas,intermediate,16,37,41,Ryan Preece,Ford,Stewart-Haas Racing,267,0,running,21.0,13.0,24.0,,0
2024,30,Kansas,intermediate,17,13,23,Bubba Wallace,Toyota,23XI Racing,267,0,running,20.0,21.0,21.0,,0
2024,30,Kansas,intermediate,18,24,10,Noah Gragson,Ford,Stewart-Haas Racing,267,0,running,19.0,24.0,15.0,,0
2024,30,Kansas,intermediate,19,3,8,Kyle Busch,Chevrolet,Richard Childress Racing,267,26,running,22.0,18.0,7.0,,4
2024,30,Kansas,intermediate,20,30,31,Daniel Hemric,Chevrolet,Kaulig Racing,267,0,running,17.0,17.0,33.0,,0
2024,30,Kansas,intermediate,21,32,16,Ty Dillon,Chevrolet,Kaulig Racing,267,0,running,0.0,31.0,26.0,,0
2024,30,Kansas,intermediate,22,26,6,Brad Keselowski,Ford,RFK Racing,267,4,running,21.0,11.0,5.0,,6
2024,30,Kansas,intermediate,23,28,21,Harrison Burton,Ford,Wood Brothers Racing,267,0,running,14.0,36.0,19.0,,0
2024,30,Kansas,intermediate,24,9,14,Chase Briscoe,Ford,Stewart-Haas Racing,267,0,running,14.0,25.0,10.0,,1
2024,30,Kansas,intermediate,25,4,45,Tyler Reddick,Toyota,23XI Racing,267,7,running,12.0,14.0,13.0,,0
2024,30,Kansas,intermediate,26,11,5,Kyle Larson,Chevrolet,Hendrick Motorsports,267,0,running,11.0,35.0,30.0,,0
2024,30,Kansas,intermediate,27,33,38,Todd Gilliland,Ford,Front Row Motorsports,267,0,running,10.0,22.0,22.0,,0
2024,30,Kansas,intermediate,28,18,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,267,0,running,9.0,15.0,27.0,,0
2024,30,Kansas,intermediate,29,21,34,Michael McDowell,Ford,Front Row Motorsports,267,0,running,8.0,26.0,29.0,,0
2024,30,Kansas,intermediate,30,31,42,John Hunter Nemechek,Toyota,Legacy Motor Club,267,0,running,7.0,28.0,31.0,,0
2024,30,Kansas,intermediate,31,34,15,Kaz Grala,Ford,Rick Ware Racing,267,0,running,6.0,32.0,32.0,,0
2024,30,Kansas,intermediate,32,14,77,Carson Hocevar,Chevrolet,Spire Motorsports,267,5,running,11.0,10.0,6.0,,6
2024,30,Kansas,intermediate,33,23,7,Justin Haley,Chevrolet,Spire Motorsports,266,0,running,4.0,16.0,25.0,,0
2024,30,Kansas,intermediate,34,17,2,Austin Cindric,Ford,Team Penske,263,0,running,7.0,7.0,34.0,,4
2024,30,Kansas,intermediate,35,16,43,Erik Jones,Toyota,Legacy Motor Club,263,0,running,2.0,34.0,35.0,,0
2024,30,Kansas,intermediate,36,35,84,Jimmie Johnson,Toyota,Legacy Motor Club,257,0,running,1.0,37.0,36.0,,0
2024,30,Kansas,intermediate,37,36,44,J.J. Yeley,Chevrolet,NY Racing Team,118,1,battery,0.0,33.0,37.0,,0
2024,30,Kansas,intermediate,38,29,4,Josh Berry,Ford,Stewart-Haas Racing,0,0,accident,1.0,38.0,38.0,,0
2024,31,Talladega,superspeedway,1,32,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,195,19,running,49.0,2.0,20.0,,9
2024,31,Talladega,superspeedway,2,13,6,Brad Keselowski,Ford,RFK Racing,195,2,running,35.0,27.0,31.0,,0
2024,31,Talladega,superspeedway,3,16,24,William Byron,Chevrolet,Hendrick Motorsports,195,1,running,48.0,3.0,5.0,,14
2024,31,Talladega,superspeedway,4,12,5,Kyle Larson,Chevrolet,Hendrick Motorsports,195,1,running,42.0,4.0,9.0,,9
2024,31,Talladega,superspeedway,5,30,43,Erik Jones,Toyota,Legacy Motor Club,195,0,running,32.0,16.0,17.0,,0
2024,31,Talladega,superspeedway,6,21,20,Christopher Bell,Toyota,Joe Gibbs Racing,195,0,running,37.0,5.0,28.0,,6
2024,31,Talladega,superspeedway,7,35,7,Justin Haley,Chevrolet,Spire Motorsports,195,4,running,30.0,15.0,39.0,,0
2024,31,Talladega,superspeedway,8,7,3,Austin Dillon,Chevrolet,Richard Childress Racing,195,1,running,29.0,38.0,29.0,,0
2024,31,Talladega,superspeedway,9,26,23,Bubba Wallace,Toyota,23XI Racing,195,3,running,32.0,22.0,7.0,,4
2024,31,Talladega,superspeedway,10,8,11,Denny Hamlin,Toyota,Joe Gibbs Racing,195,0,running,27.0,23.0,16.0,,0
2024,31,Talladega,superspeedway,11,24,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,195,0,running,26.0,37.0,35.0,,0
2024,31,Talladega,superspeedway,12,34,15,Cody Ware,Ford,Rick Ware Racing,195,1,running,25.0,20.0,33.0,,0
2024,31,Talladega,superspeedway,13,15,54,Ty Gibbs,Toyota,Joe Gibbs Racing,195,0,running,24.0,12.0,15.0,,0
2024,31,Talladega,superspeedway,14,37,77,Carson Hocevar,Chevrolet,Spire Motorsports,195,0,running,23.0,36.0,27.0,,0
2024,31,Talladega,superspeedway,15,17,16,Shane Van Gisbergen,Chevrolet,Kaulig Racing,195,9,running,0.0,28.0,4.0,,0
2024,31,Talladega,superspeedway,16,23,48,Alex Bowman,Chevrolet,Hendrick Motorsports,195,1,running,26.0,11.0,6.0,,5
2024,31,Talladega,superspeedway,17,20,17,Chris Buescher,Ford,RFK Racing,195,12,running,30.0,1.0,18.0,,10
2024,31,Talladega,superspeedway,18,28,51,Corey LaJoie,Ford,Rick Ware Racing,195,5,running,19.0,13.0,14.0,,0
2024,31,Talladega,superspeedway,19,4,8,Kyle Busch,Chevrolet,Richard Childress Racing,195,7,running,26.0,31.0,3.0,,8
2024,31,Talladega,superspeedway,20,14,45,Tyler Reddick,Toyota,23XI Racing,195,2,running,22.0,6.0,12.0,,5
2024,31,Talladega,superspeedway,21,39,71,Zane Smith,Chevrolet,Spire Motorsports,195,0,running,16.0,33.0,21.0,,0
2024,31,Talladega,superspeedway,22,38,78,B.J. McLeod,Chevrolet,Live Fast Motorsports,195,1,running,0.0,34.0,30.0,,0
2024,31,Talladega,superspeedway,23,3,38,Todd Gilliland,Ford,Front Row Motorsports,194,2,running,14.0,21.0,32.0,,0
2024,31,Talladega,superspeedway,24,33,62,Anthony Alfredo,Chevrolet,Beard Motorsports,194,0,running,0.0,39.0,38.0,,0
2024,31,Talladega,superspeedway,25,22,10,Noah Gragson,Ford,Stewart-Haas Racing,194,0,running,12.0,29.0,23.0,,0
2024,31,Talladega,superspeedway,26,31,99,Daniel Suarez,Chevrolet,Trackhouse Racing,194,0,running,11.0,40.0,37.0,,0
2024,31,Talladega,superspeedway,27,40,44,J.J. Yeley,Chevrolet,NY Racing Team,193,0,running,0.0,35.0,40.0,,0
2024,31,Talladega,superspeedway,28,25,13,A.J. Allmendinger,Chevrolet,Kaulig Racing,193,9,running,0.0,26.0,36.0,,0
2024,31,Talladega,superspeedway,29,11,9,Chase Elliott,Chevrolet,Hendrick Motorsports,190,1,running,17.0,19.0,2.0,,9
